"Year","Track"
"1976","country boy you got your feet in la"
"1976","never gonna fall in love again"
"1976","a little bit more"
"1976","take the money and run"
"1976","if you know what i mean"
"1976","dont fear the reaper"
"1976","wake up everybody part "
"1976","fanny be tender with my love"
"1976","i only want to be with you"
"1976","with your love"
"1976","baby i love your way"
"1976","rock and roll all nite live"
"1976","getaway"
"1976","the boys are back in town"
"1976","theres a kind of hush all over the world"
"1976","fly away"
"1976","fernando"
"1976","takin it to the streets"
"1976","love me"
"1976","deep purple"
"1976","baby face"
"1976","movin"
"1976","strange magic"
"1976","grow some funk of your own"
"1976","i feel like a bullet in the gun of robert ford"
"1976","heaven must be missing an angel part "
"1976","tear the roof off the sucker give up the funk"
"1976","i do i do i do i do i do"
"1976","i want you"
"1976","youre my best friend"
"1976","squeeze box"
"1976","love in the shadows"
"1976","wham bam shangalang"
"1976","im easy"
"1976","the best disco in town medley"
"1976","whod she coo"
"1976","tangerine"
"1976","somewhere in the night"
"1976","the white knight"
"1976","happy music"
"1976","slow ride"
"1976","love ballad"
"1976","barettas theme keep your eye on the sparrow"
"1976","young blood"
"1976","livin for the weekend"
"1976","young hearts run free"
"1976","over my head"
"1976","action"
"1976","last child"
"1976","winners and losers"
"1976","shower the people"
"1976","love really hurts without you"
"1976","cupid"
"1976","come on over"
"1976","todays the day"
"1976","union man"
"1976","hello old friend"
"1976","making our dreams come true"
"1976","i need to be in love"
"1976","one love in my lifetime"
"1976","sophisticated lady shes a different lady"
"1976","tracks of my tears"
"1976","good hearted woman"
"1976","a dose of rock n roll"
"1976","paloma blanca"
"1976","you are my starship"
"1976","dont pull your lovethen you can tell me goodbye medley"
"1976","just you and i"
"1976","street singin"
"1976","thats where the happy people go"
"1976","lorelei"
"1976","save your kisses for me"
"1976","its a long way there"
"1976","only love is real"
"1976","something he can feel"
"1976","hurt"
"1976","for the heart"
"1976","rock and roll love letter"
"1976","this ones for you"
"1976","ive got a feeling well be seeing each other again"
"1976","its ok"
"1976","looking for space"
"1976","did you boogie with your baby"
"1976","i cant hear you no more"
"1976","music is my life"
"1976","one piece at a time"
"1976","nice n naasty"
"1976","fopp"
"1976","love fire"
"1976","let it shine"
"1976","he aint heavy hes my brother"
"1976","get the funk out ma face"
"1976","love is the drug"
"1976","shout it out loud studio"
"1976","mamma mia"
"1976","inseparable"
"1976","youll lose a good thing"
"1976","let the music play"
"1976","another rainy day in new york city"
"1976","hurricane part i"
"1976","somebodys gettin it"
"1976","dont stop believin"
"1976","anytime ill be there"
"1976","take it like a man"
"1976","sunrise"
"1976","good vibrations"
"1976","dont take away the music"
"1976","lets live together"
"1976","hold back the night"
"1976","iou"
"1976","superstar"
"1976","crazy on you"
"1976","mademoiselle"
"1976","fallen angel"
"1976","like a sad song"
"1976","hes a friend"
"1976","love or leave"
"1976","we cant hide it anymore"
"1976","steppin out"
"1976","springtime mama"
"1976","anything you want"
"1976","the system of doctor tarr and professor fether"
"1976","cmon marianne"
"1976","its over"
"1976","give it up turn it loose"
"1976","silver star"
"1976","whenever im away from you"
"1976","do what you want be what you are"
"1976","break away"
"1976","cant hide love"
"1976","renegade"
"1976","dance wit me"
"1976","hit the road jack"
"1976","still crazy after all these years"
"1976","im gonna let my heart do the walking"
"1976","teddy bear"
"1976","queen of my soul"
"1976","framed"
"1976","the homecoming"
"1976","take a hand"
"1976","banapple gas"
"1976","when love has gone away"
"1976","what can i say"
"1976","the end is not in sight the cowboy tune"
"1976","yesterdays hero"
"1976","livin aint livin"
"1976","without your love mr jordan"
"1976","dont stop it now"
"1976","dont think feel"
"1976","down to the line"
"1976","popsicle toes"
"1976","i heard it through the grapevine"
"1976","i got to know"
"1976","flight "
"1976","its only love"
"1976","woman tonight"
"1976","til its time to say goodbye"
"1976","thinking of you"
"1976","get up offa that thing"
"1976","fool for the city"
"1976","can you do it"
"1976","yes yes yes"
"1976","it keeps you runnin"
"1976","hard work"
"1976","venus disco version"
"1976","i cant live a dream"
"1976","i kinda miss you"
"1976","who loves you better part "
"1976","down to love town"
"1976","so sad the song"
"1976","hold on"
"1976","sixteen tons"
"1976","heavy love"
"1976","i thought it took a little time but today i fell in love"
"1976","lady bump"
"1976","hey shirley this is squirrely"
"1976","if you only believe jesus for tonite"
"1976","my sweet summer suite"
"1976","falling apart at the seams"
"1976","obladi oblada"
"1976","i wanna stay with you"
"1976","mr melody"
"1976","foxy lady"
"1976","everythings coming up love"
"1976","message in our music"
"1976","play on love"
"1976","hot stuff"
"1976","roots rock reggae"
"1976","i dont wanna lose your love"
"1976","could it be magic"
"1976","rainbow in your eyes"
"1976","free ride"
"1976","cant stop grooving now wanna do it some more"
"1976","gotta be the one"
"1976","you gotta make your own sunshine"
"1976","take me"
"1976","back to the island"
"1976","keep holding on"
"1976","ten percent"
"1976","easy as pie"
"1976","love me tonight"
"1976","ode to billie joe"
"1976","mozambique"
"1976","if not you"
"1976","lets be young tonight"
"1976","every face tells a story"
"1976","goofus"
"1976","can the can"
"1976","street talk"
"1976","wake up susan"
"1976","bigfoot"
"1976","funny how time slips away"
"1976","baby ill give it to you"
"1976","youre my everything"
"1976","the fez"
"1976","cotton candy"
"1976","showdown"
"1976","blt"
"1976","vaya con dios"
"1976","honey child"
"1976","no no joe"
"1976","it makes me giggle"
"1976","im mandy fly me"
"1976","baby boy"
"1976","dancin kid"
"1976","i cheat the hangman"
"1976","lipstick"
"1976","lets get it together"
"1976","howzat"
"1976","dont touch me there"
"1976","quiet storm"
"1976","locomotive breath"
"1976","ophelia"
"1976","the more you do it the more i like it done to me"
"1976","everyday without you"
"1976","lonely teardrops"
"1976","harvest for the world"
"1976","chain gang medley chain ganghe dont love yousearchin"
"1976","the jam"
"1976","breezin"
"1976","for a dancer"
"1976","dont cry joni"
"1976","daylight"
"1976","st charles"
"1976","you to me are everything"
"1976","love of my life"
"1976","tvc "
"1976","groovy people"
"1976","lookin out for "
"1976","ode to billy joe  main title"
"1976","if i only knew"
"1976","honey i"
"1976","here there and everywhere"
"1976","sixteen reasons"
"1976","in france they kiss on main street"
"1976","brand new love affair live"
"1976","teddy bears last ride"
"1976","queen of clubs"
"1976","everything that cha do will come back to you"
"1976","california day"
"1976","remember me"
"1976","heart on my sleeve"
"1976","growin up"
"1976","light up the world with sunshine"
"1976","where did our love go"
"1976","highfly"
"1976","thats why i love you"
"1976","you ought to be havin fun"
"1976","struttin my stuff"
"1976","its cool"
"1976","whats the name of this funk spider man"
"1976","nutbush city limits live"
"1976","sally"
"1976","mighty high"
"1976","jasper"
"1976","party"
"1976","new orleans"
"1976","help wanted"
"1976","gimme your money please"
"1976","hell cat"
"1976","better days"
"1976","devil with a blue dress"
"1976","catfish"
"1976","since i fell for you"
"1976","ill get over you"
"1976","home tonight"
"1976","jump"
"1976","dont fight the hands that need you"
"1976","amazing grace used to be her favorite song"
"1976","eh cumpari"
"1976","tell it like it is"
"1976","hey baby"
"1976","johnny cool"
"1976","i could have danced all night"
"1976","jump for joy"
"1976","living it down"
"1976","lucky man"
"1976","jealousy"
"1976","there wont be no country music there wont be no rock n roll"
"1976","satin sheets"
"1976","after the dance"
"1976","if i only could"
"1976","flaming youth"
"1976","the lonely one"
"1976","scotch on the rocks"
"1976","soul train "
"1976","amber cascades"
"1976","save your kisses for me"
"1976","rain oh rain"
"1976","high out of time"
"1976","funky weekend"
"1976","rocky mountain music"
"1976","make love to your mind"
"1976","wanna make love come flick my bic"
"1976","forever lovers"
"1976","cowboy song"
"1976","let it shine"
"1976","love and understanding come together"
"1976","if love must go"
"1976","the princess and the punk"
"1976","rescue me"
"1976","were all alone"
"1976","you are beautiful"
"1976","the game is over whats the matter with you"
"1976","mary hartman mary hartman"
"1976","once you hit the road"
"1976","made to love you"
"1976","baby baby i love you"
"1976","try me i know we can make it"
"1976","i cant ask for anymore than you"
"1976","double trouble"
"1976","the raven"
"1976","party line"
"1976","let me down easy"
"1976","love hangover"
"1976","uptown  country"
"1976","ill play the fool"
"1976","arms of mary"
"1976","one more year of daddys little girl"
"1976","open"
"1976","ive been lovin you"
"1976","heres some love"
"1976","close to you"
"1976","once a fool"
"1976","the hungry years"
"1976","jukin"
"1976","kid charlemagne"
"1976","every beat of my heart"
"1976","lets make a baby"
"1976","this old heart of mine"
"1976","tenth avenue freeze out"
"1976","norma jean wants to be a movie star"
"1976","til i can make it on my own"
"1976","peter gunn"
"1976","sherry"
"1976","youre my driving wheel"
"1976","it should have been me"
"1976","kentucky moonrunner"
"1976","someday i didnt want to have to be the one"
"1976","free spirit"
"1976","heart on my sleeve"
"1976","train called freedom"
"1976","let me in"
"1976","you to me are everything"
"1976","a better place to be live parts   "
"1976","words are impossible"
"1976","january"
"1976","youre fooling you"
"1976","flowers"
"1976","you got the magic"
"1976","wheels of fortune"
"1976","one for the money part "
"1976","youre just the right size"
"1976","music"
"1976","strong enough to be gentle"
"1976","things"
"1976","out of the darkness"
"1976","roxy roller"
"1976","rattlesnake"
"1976","i hope we get to love in time"
"1976","the call"
"1976","dog eat dog"
"1976","daydreamer"
"1976","makes you blind"
"1976","the fonz song"
"1976","im so lonesome i could cry"
"1976","this is it"
"1976","disco sax"
"1976","for the love of you"
"1976","full time thing between dusk and dawn"
"1976","texas"
"1976","laid back love"
"1976","cant change my heart"
"1976","baby we better try to get it together"
"1976","breakfast for two"
"1976","lets rock"
"1976","sweet loving man"
"1976","one fine day"
"1976","rock creek park"
"1976","nursery rhymes part "
"1976","fire"
"1976","young love"
"1976","sweet summer music"
"1976","find em fool em and forget em"
"1976","breakerbreaker"
"1976","blue guitar"
"1976","were on the right track"
"1976","bad luck"
"1976","up the creek without a paddle"
"1976","do it with feeling"
"1976","i am somebody"
"1976","cathedrals"
"1976","tell the world how i feel about cha baby"
"1976","happy man part "
"1976","rose of cimarron"
"1976","will you love me tomorrow"
"1976","grasshopper"
"1976","wow"
"1976","hideaway"
"1976","silver heels"
"1976","hey baby"
"1976","sun sun sun part "
"1976","make me smile come up and see me"
"1976","listen to the buddha"
"1976","night walk"
"1976","valentine love"
"1976","spirit in the night"
"1976","all roads lead back to you"
"1976","love lifted me"
"1976","moonlight serenade"
"1976","cant you see"
"1976","you to me are everything part "
"1976","tubular bells"
"1976","touch and go"
"1976","say you love me"
"1976","abyssinia jones"
"1976","tonights the night"
"1976","roxy roller"
"1976","solitary man"
"1976","i dont wanna leave you"
"1975","love will keep us together"
